loan_id,user_id,loan_amount,origination_date,term_months,age,annual_income,credit_score,employment_status,is_default,origination_month,cohort_type
2689,8061,25000,2024-11-02,24,54,43377.59718928943,479,Employed,0,2024-11,Good
2690,5127,25000,2024-06-02,36,22,43809.319687577896,613,Self-Employed,1,2024-06,Bad
2691,1947,25000,2024-10-17,12,32,60678.858129647226,698,Contractor,1,2024-10,Bad
2692,1573,15000,2024-12-01,12,18,27336.868549022118,649,Employed,0,2024-12,Bad
2693,200,25000,2024-09-27,36,56,68398.1141804587,772,Self-Employed,0,2024-09,Bad
2694,2378,15000,2024-06-22,24,62,126309.24782171809,359,Self-Employed,0,2024-06,Bad
2695,4069,25000,2024-01-24,12,39,70941.06640749898,523,Employed,0,2024-01,Bad
2696,8282,25000,2024-01-02,24,32,80797.50847894532,630,Employed,0,2024-01,Bad
2697,591,15000,2024-07-05,24,51,55665.78937492289,724,Employed,0,2024-07,Good
2698,6199,10000,2024-06-12,24,37,87224.69372959108,389,Self-Employed,1,2024-06,Bad
2699,6032,10000,2024-02-14,24,51,78753.21203044699,571,Employed,0,2024-02,Good
2700,5341,10000,2024-12-16,36,57,20000.0,745,Self-Employed,1,2024-12,Bad
2701,8284,15000,2024-04-03,36,30,44605.306870785695,436,Employed,1,2024-04,Good
2702,8132,25000,2024-07-22,36,38,113158.63514302834,410,Employed,1,2024-07,Good
2703,590,15000,2024-05-02,24,43,74543.35422406273,363,Employed,0,2024-05,Bad
2704,3639,5000,2024-02-06,12,18,59159.825975428364,724,Contractor,0,2024-02,Good
2705,3315,5000,2024-04-27,12,23,81091.71882556228,319,Employed,0,2024-04,Good
2706,786,15000,2024-12-06,36,37,82914.73349399128,624,Employed,0,2024-12,Bad
2707,8076,5000,2024-05-19,12,34,84718.85109713618,559,Self-Employed,0,2024-05,Bad
2708,4046,10000,2024-05-01,36,26,57496.780329295,615,Employed,0,2024-05,Bad
2709,3785,10000,2024-08-19,24,66,40449.512569727376,475,Employed,1,2024-08,Good
2710,1178,10000,2024-08-16,36,50,79952.47887618665,725,Self-Employed,0,2024-08,Good
2711,1278,5000,2024-08-15,12,59,25884.44681660489,361,Contractor,1,2024-08,Good
2712,2966,10000,2024-11-23,36,19,66742.606735732,477,Employed,1,2024-11,Good
2713,8494,10000,2024-08-06,36,36,75316.03403607414,334,Self-Employed,1,2024-08,Good
2714,2345,10000,2024-06-03,12,65,63565.063405330155,322,Employed,1,2024-06,Bad
2715,7659,15000,2024-12-21,36,51,43522.39314874649,315,Employed,1,2024-12,Bad
2716,5164,25000,2024-01-07,36,33,68004.96396865138,513,Employed,0,2024-01,Bad
2717,3216,25000,2024-01-03,12,67,94064.34170469601,699,Employed,0,2024-01,Bad
2718,8188,15000,2024-01-04,36,69,51279.874430570795,333,Employed,1,2024-01,Bad
2719,62,10000,2024-08-03,24,64,46795.70247575461,642,Employed,0,2024-08,Good
2720,858,10000,2024-09-20,36,25,67473.3446757221,421,Self-Employed,1,2024-09,Bad
2721,8730,15000,2024-02-14,12,59,44560.460330557726,605,Contractor,0,2024-02,Good
2722,1341,15000,2024-07-23,24,38,62822.88184642125,840,Employed,0,2024-07,Good
2723,5555,5000,2024-07-19,24,59,27083.436342851965,418,Contractor,0,2024-07,Good
2724,9010,15000,2024-09-06,12,65,88981.33441122595,660,Employed,0,2024-09,Bad
2725,5016,10000,2024-07-30,12,44,58243.240808134775,516,Contractor,0,2024-07,Good
2726,975,15000,2024-05-12,36,52,20000.0,371,Contractor,0,2024-05,Bad
2727,4638,10000,2024-06-22,24,46,54882.60357841684,790,Contractor,0,2024-06,Bad
2728,3653,5000,2024-03-09,24,69,96658.25669890722,575,Employed,0,2024-03,Bad
2729,3304,15000,2024-10-17,24,51,31843.445951271075,700,Contractor,0,2024-10,Bad
2730,1712,5000,2024-05-22,12,31,49443.2444276501,535,Employed,0,2024-05,Bad
2731,790,10000,2024-01-17,36,46,66150.15966840852,831,Employed,0,2024-01,Bad
2732,581,10000,2024-11-27,12,67,92254.58677551117,541,Employed,0,2024-11,Good
2733,8544,10000,2024-09-04,24,53,87723.43742221499,639,Employed,1,2024-09,Bad
2734,2303,10000,2024-08-15,36,69,66075.77433303204,569,Employed,0,2024-08,Good
2735,1074,5000,2024-06-19,36,23,86453.4767733504,336,Employed,0,2024-06,Bad
2736,5374,15000,2024-11-30,12,46,31207.311699383834,846,Employed,0,2024-11,Good
2737,7562,15000,2024-07-24,24,46,29007.367584549116,627,Employed,1,2024-07,Good
2738,1883,10000,2024-03-31,24,62,20000.0,667,Employed,0,2024-03,Bad
2739,4346,10000,2024-04-23,24,31,49323.784632556475,848,Employed,0,2024-04,Good
2740,1261,5000,2024-01-22,36,43,64585.789754437,509,Employed,0,2024-01,Bad
2741,7048,5000,2024-05-16,24,25,44190.26387576393,641,Self-Employed,0,2024-05,Bad
2742,232,10000,2024-10-29,12,40,29894.01084346028,371,Employed,0,2024-10,Bad
2743,9149,10000,2024-07-31,36,62,92940.81104009894,690,Self-Employed,0,2024-07,Good
2744,4730,15000,2024-01-03,12,54,80893.16316101374,425,Employed,0,2024-01,Bad
2745,9287,15000,2024-10-13,36,34,53730.38767266336,632,Self-Employed,0,2024-10,Bad
2746,3537,15000,2024-01-13,12,56,51251.87918839136,599,Employed,1,2024-01,Bad
2747,3493,10000,2024-01-02,24,64,60392.7749541822,758,Employed,1,2024-01,Bad
2748,5120,25000,2024-09-19,36,67,57362.513423658675,303,Employed,1,2024-09,Bad
2749,1303,5000,2024-10-11,12,38,63472.5622998533,810,Contractor,0,2024-10,Bad
2750,4315,5000,2024-05-11,36,24,103434.91826710725,387,Employed,1,2024-05,Bad
2751,8889,5000,2024-12-09,36,39,72504.37623211302,554,Employed,0,2024-12,Bad
2752,307,10000,2024-08-21,24,33,42050.597384731605,318,Employed,1,2024-08,Good
2753,8506,10000,2024-08-30,36,58,106942.10227249523,626,Employed,0,2024-08,Good
2754,3475,5000,2024-06-21,12,51,63580.285102843074,456,Self-Employed,1,2024-06,Bad
2755,5849,5000,2024-09-20,36,67,25741.85464367459,594,Contractor,1,2024-09,Bad
2756,7656,5000,2024-02-11,12,40,73109.14935609502,582,Employed,0,2024-02,Good
2757,1403,10000,2024-05-24,24,25,50144.728190458336,684,Self-Employed,0,2024-05,Bad
2758,4377,25000,2024-12-05,36,51,134209.3401406486,608,Contractor,0,2024-12,Bad
2759,8227,25000,2024-11-20,12,19,51329.038620130435,705,Employed,0,2024-11,Good
2760,2118,25000,2024-12-20,36,35,74969.09411062035,381,Self-Employed,1,2024-12,Bad
2761,8552,15000,2024-10-23,36,38,75152.12774686073,677,Employed,1,2024-10,Bad
2762,5810,15000,2024-02-23,24,25,86793.11060460341,742,Employed,0,2024-02,Good
2763,6031,10000,2024-06-08,36,64,29091.188574020984,815,Employed,0,2024-06,Bad
2764,408,25000,2024-08-10,36,39,87760.46249213925,456,Contractor,0,2024-08,Good
2765,5681,25000,2024-08-10,24,32,65939.08378452779,342,Self-Employed,1,2024-08,Good
2766,4676,15000,2024-02-12,36,44,83348.76195910596,446,Employed,0,2024-02,Good
2767,5504,25000,2024-03-09,24,38,61616.64415192226,474,Employed,0,2024-03,Bad
2768,6225,5000,2024-04-09,36,45,78050.51587776917,790,Employed,0,2024-04,Good
2769,7606,15000,2024-07-22,12,22,98836.28903690296,635,Employed,0,2024-07,Good
2770,2093,5000,2024-07-26,12,56,98729.47622221764,616,Self-Employed,1,2024-07,Good
2771,7527,25000,2024-09-28,12,35,44091.5365875928,594,Employed,0,2024-09,Bad
2772,137,10000,2024-06-09,24,44,68883.12497998503,727,Employed,0,2024-06,Bad
2773,9171,25000,2024-06-02,24,43,44733.56110753318,409,Employed,0,2024-06,Bad
2774,1485,10000,2024-10-05,24,42,58841.617970503794,613,Contractor,0,2024-10,Bad
2775,3377,5000,2024-03-29,24,42,56920.80835743788,484,Contractor,0,2024-03,Bad
2776,6373,5000,2024-06-30,24,64,57383.3041561086,352,Employed,1,2024-06,Bad
2777,6327,25000,2024-12-05,24,40,77171.05172418727,406,Contractor,0,2024-12,Bad
2778,467,15000,2024-02-16,36,23,20000.0,694,Self-Employed,1,2024-02,Good
2779,4934,5000,2024-08-31,12,33,70137.1606890005,437,Employed,0,2024-08,Good
2780,975,10000,2024-09-05,24,52,20000.0,371,Contractor,1,2024-09,Bad
2781,5188,10000,2024-08-28,36,64,56186.3439315845,580,Contractor,0,2024-08,Good
2782,7013,15000,2024-04-27,36,45,55312.78341825774,458,Employed,0,2024-04,Good
2783,7473,25000,2024-06-12,24,47,88108.93420065014,663,Employed,0,2024-06,Bad
2784,2652,5000,2024-10-17,12,18,53993.13407872991,832,Self-Employed,0,2024-10,Bad
2785,1800,25000,2024-06-19,24,28,71701.26068974384,555,Self-Employed,0,2024-06,Bad
2786,1016,5000,2024-01-05,12,30,92037.85215749353,514,Self-Employed,0,2024-01,Bad
2787,6239,25000,2024-09-16,12,60,75334.3007282599,744,Employed,0,2024-09,Bad
2788,9941,15000,2024-02-27,24,67,85630.61047954064,437,Employed,0,2024-02,Good
2789,8877,10000,2024-07-18,12,24,82958.28857985616,386,Contractor,0,2024-07,Good
2790,9649,25000,2024-12-28,12,28,57039.57865704241,311,Employed,1,2024-12,Bad
2791,8561,25000,2024-05-17,12,45,66560.79258318608,713,Employed,1,2024-05,Bad
2792,6423,5000,2024-11-13,24,69,40178.28236553255,819,Employed,0,2024-11,Good
2793,6048,25000,2024-08-24,12,38,59777.05106572821,798,Self-Employed,0,2024-08,Good
2794,6550,25000,2024-05-27,12,59,73691.83855612499,580,Employed,1,2024-05,Bad
2795,6590,15000,2024-10-14,36,43,61886.28800783941,341,Self-Employed,1,2024-10,Bad
2796,6217,25000,2024-10-30,24,31,79039.33676427761,572,Employed,1,2024-10,Bad
2797,1345,15000,2024-08-06,12,37,29349.5470719887,559,Employed,0,2024-08,Good
2798,4118,15000,2024-06-25,24,47,85029.54409970457,418,Employed,0,2024-06,Bad
2799,8371,15000,2024-10-08,24,36,42296.151284808235,371,Self-Employed,1,2024-10,Bad
2800,9325,5000,2024-06-11,36,37,35712.92175072535,455,Employed,0,2024-06,Bad
2801,7540,15000,2024-10-10,36,20,26481.054792115938,462,Employed,1,2024-10,Bad
2802,7865,5000,2024-11-16,12,42,114314.49761117331,504,Contractor,0,2024-11,Good
2803,1480,10000,2024-07-04,12,31,93119.41799964532,661,Employed,0,2024-07,Good
2804,5349,15000,2024-01-06,12,47,88884.71427949627,789,Self-Employed,0,2024-01,Bad
2805,3067,25000,2024-02-19,24,52,89395.58343221409,339,Contractor,0,2024-02,Good
2806,7092,15000,2024-10-31,36,31,44695.76320684175,330,Employed,0,2024-10,Bad
2807,4627,10000,2024-02-15,36,27,54907.414150052326,683,Employed,0,2024-02,Good
2808,2473,15000,2024-08-04,12,19,97779.05741509041,476,Employed,1,2024-08,Good
2809,959,5000,2024-07-27,36,62,73958.61277690009,715,Employed,0,2024-07,Good
2810,9264,10000,2024-12-11,24,64,20000.0,313,Employed,1,2024-12,Bad
2811,1489,10000,2024-04-05,12,60,58526.53008554024,494,Self-Employed,1,2024-04,Good
2812,4768,5000,2024-01-25,36,18,70374.5704363637,649,Employed,0,2024-01,Bad
2813,1934,5000,2024-12-17,12,28,69463.22924301194,797,Employed,0,2024-12,Bad
2814,5728,25000,2024-05-04,24,61,48202.06723837524,800,Employed,0,2024-05,Bad
2815,5150,10000,2024-12-26,24,69,88640.83568919075,791,Employed,0,2024-12,Bad
2816,5753,15000,2024-03-03,12,30,72763.4909478551,650,Employed,0,2024-03,Bad
2817,7157,5000,2024-12-04,12,62,108369.06982808943,818,Employed,0,2024-12,Bad
2818,4975,25000,2024-11-17,36,18,43556.67058487452,668,Employed,0,2024-11,Good
2819,7091,5000,2024-06-11,24,65,40850.72688471159,591,Employed,1,2024-06,Bad
2820,3938,5000,2024-12-01,24,65,71686.88472245153,457,Employed,1,2024-12,Bad
2821,3262,25000,2024-10-15,12,44,53373.10134497485,825,Contractor,0,2024-10,Bad
2822,9592,10000,2024-08-30,36,48,60887.13670509575,326,Self-Employed,1,2024-08,Good
2823,6847,15000,2024-11-01,12,42,52496.182969631765,546,Employed,1,2024-11,Good
2824,6798,5000,2024-05-31,12,23,41051.804012618304,592,Employed,0,2024-05,Bad
2825,9071,10000,2024-04-04,12,62,109515.96498694271,446,Employed,1,2024-04,Good
2826,5569,25000,2024-12-02,24,61,76391.17275221487,755,Employed,0,2024-12,Bad
2827,4769,25000,2024-04-06,12,42,93085.68217739405,473,Self-Employed,0,2024-04,Good
2828,4214,25000,2024-10-19,12,41,68887.79009408902,840,Employed,0,2024-10,Bad
2829,5178,10000,2024-12-21,36,40,29009.796730029317,514,Employed,0,2024-12,Bad
2830,8047,15000,2024-03-03,12,35,28033.16009224257,514,Employed,1,2024-03,Bad
2831,871,10000,2024-09-04,36,65,99774.30895003502,694,Employed,0,2024-09,Bad
2832,6602,10000,2024-11-14,12,41,52995.760394819146,416,Employed,1,2024-11,Good
2833,8898,25000,2024-10-01,24,69,69345.58813112121,544,Employed,1,2024-10,Bad
2834,2690,5000,2024-02-08,12,39,65744.90412803562,615,Self-Employed,0,2024-02,Good
2835,7110,5000,2024-04-13,24,44,28722.400338331536,799,Employed,0,2024-04,Good
2836,4582,25000,2024-03-23,12,46,71473.26070564224,586,Employed,0,2024-03,Bad
2837,7288,5000,2024-07-18,24,51,67007.9893156303,330,Contractor,1,2024-07,Good
2838,7035,25000,2024-04-14,24,27,84346.92933607055,767,Self-Employed,0,2024-04,Good
2839,9770,10000,2024-06-27,12,63,36124.787565002436,576,Employed,0,2024-06,Bad
2840,1968,25000,2024-02-29,36,54,40160.1749017138,450,Employed,1,2024-02,Good
2841,9445,15000,2024-09-12,24,56,68373.48825408124,762,Self-Employed,0,2024-09,Bad
2842,9445,15000,2024-12-03,24,56,68373.48825408124,762,Self-Employed,0,2024-12,Bad
2843,5081,15000,2024-07-24,12,26,82212.39936403916,706,Contractor,0,2024-07,Good
2844,4439,10000,2024-07-28,36,59,53777.29031717484,461,Employed,1,2024-07,Good
2845,3129,5000,2024-08-16,24,54,57798.43004121803,571,Contractor,0,2024-08,Good
2846,5336,10000,2024-12-13,12,46,20000.0,494,Employed,0,2024-12,Bad
2847,9859,5000,2024-05-01,24,63,78562.60574161289,354,Contractor,0,2024-05,Bad
2848,5823,10000,2024-05-03,12,69,79703.93161089663,334,Self-Employed,0,2024-05,Bad
2849,8220,10000,2024-12-18,12,47,28634.631285570977,756,Self-Employed,0,2024-12,Bad
2850,9812,15000,2024-05-14,36,34,89152.32138390801,829,Employed,0,2024-05,Bad
2851,1345,10000,2024-07-06,12,37,29349.5470719887,559,Employed,1,2024-07,Good
2852,4669,15000,2024-05-12,36,65,74018.89386659587,821,Contractor,0,2024-05,Bad
2853,7681,10000,2024-03-31,12,64,54568.36586694016,471,Employed,0,2024-03,Bad
2854,9120,25000,2024-04-11,12,23,59729.1320336355,313,Employed,0,2024-04,Good
2855,1779,15000,2024-06-09,24,26,85828.94416573587,823,Contractor,0,2024-06,Bad
2856,3104,25000,2024-12-22,36,21,43980.70275253437,346,Employed,1,2024-12,Bad
2857,5867,10000,2024-05-04,24,34,20000.0,632,Employed,1,2024-05,Bad
2858,5531,10000,2024-10-19,36,46,38233.29071458508,335,Employed,1,2024-10,Bad
2859,3089,25000,2024-05-22,36,29,104934.93233054059,682,Self-Employed,0,2024-05,Bad
2860,8092,5000,2024-09-29,24,61,70788.52672034514,663,Employed,0,2024-09,Bad
2861,6745,5000,2024-02-06,36,37,46531.53186737681,480,Self-Employed,1,2024-02,Good
2862,5172,5000,2024-09-15,36,52,37604.02092490105,406,Contractor,1,2024-09,Bad
2863,4466,10000,2024-06-02,24,43,83744.16571222963,612,Employed,0,2024-06,Bad
2864,8356,5000,2024-04-13,36,55,88026.32820119814,511,Employed,1,2024-04,Good
2865,6594,5000,2024-04-30,24,51,100597.47343117128,467,Self-Employed,0,2024-04,Good
2866,6688,10000,2024-10-27,12,36,48098.640836279876,377,Employed,0,2024-10,Bad
2867,351,10000,2024-05-13,24,39,38599.23000083331,377,Self-Employed,0,2024-05,Bad
2868,6523,5000,2024-04-08,36,48,74501.6860143458,457,Employed,1,2024-04,Good
2869,201,5000,2024-08-03,12,23,67111.66965974869,730,Self-Employed,0,2024-08,Good
2870,7275,25000,2024-08-30,12,69,67651.81440967096,768,Employed,0,2024-08,Good
2871,2553,10000,2024-08-18,12,26,53725.14957426726,468,Employed,1,2024-08,Good
2872,7156,10000,2024-08-13,24,31,20000.0,731,Contractor,0,2024-08,Good
2873,7552,25000,2024-01-13,24,30,73189.81827857393,328,Employed,1,2024-01,Bad
2874,1052,15000,2024-11-08,12,21,20000.0,522,Employed,0,2024-11,Good
2875,8479,15000,2024-08-22,36,38,60632.22405175064,435,Employed,0,2024-08,Good
2876,7511,10000,2024-11-24,36,22,98386.84744626636,704,Self-Employed,0,2024-11,Good
2877,9988,10000,2024-03-23,12,68,78361.71337671278,755,Employed,0,2024-03,Bad
2878,3559,5000,2024-08-30,36,37,45108.62165435481,410,Self-Employed,1,2024-08,Good
2879,8299,15000,2024-08-11,36,52,71131.92330544018,624,Employed,1,2024-08,Good
2880,2554,5000,2024-12-06,24,31,72348.73469857905,505,Employed,1,2024-12,Bad
2881,3514,15000,2024-08-11,36,45,87394.90545589822,312,Employed,1,2024-08,Good
2882,8309,25000,2024-07-03,24,43,43369.77365369383,376,Employed,1,2024-07,Good
2883,9461,5000,2024-06-22,12,59,77310.93347885416,731,Self-Employed,0,2024-06,Bad
2884,6223,25000,2024-09-24,36,57,81963.7413655263,347,Self-Employed,0,2024-09,Bad
2885,8933,25000,2024-04-06,36,37,57822.94492212477,628,Self-Employed,1,2024-04,Good
2886,7654,15000,2024-11-16,24,32,26665.19777703174,720,Employed,0,2024-11,Good
2887,23,10000,2024-10-31,24,55,81112.96229113228,451,Self-Employed,1,2024-10,Bad
2888,361,10000,2024-05-06,12,51,83771.81948503331,357,Employed,1,2024-05,Bad
2889,4796,25000,2024-08-02,12,34,104736.03208904246,463,Employed,0,2024-08,Good
2890,1451,10000,2024-01-28,36,28,53918.413379552425,831,Self-Employed,0,2024-01,Bad
2891,8409,5000,2024-02-19,24,18,107688.72223304401,365,Employed,1,2024-02,Good
2892,5786,15000,2024-09-24,24,36,87871.69495244624,688,Employed,0,2024-09,Bad
2893,2755,5000,2024-03-23,36,62,37559.72544310683,542,Employed,0,2024-03,Bad
2894,628,10000,2024-08-31,24,47,61456.061149311536,448,Employed,0,2024-08,Good
2895,3268,25000,2024-08-12,24,28,51030.01069844148,707,Employed,0,2024-08,Good
2896,567,15000,2024-01-18,24,20,72999.12977862908,419,Employed,1,2024-01,Bad
2897,3759,25000,2024-08-13,24,25,105426.12311304206,833,Employed,1,2024-08,Good
2898,2021,15000,2024-12-28,36,41,75560.874322536,399,Self-Employed,0,2024-12,Bad
2899,3531,5000,2024-04-20,12,63,38554.084534744135,771,Contractor,0,2024-04,Good
2900,2507,10000,2024-11-19,12,43,75978.75334251043,394,Employed,1,2024-11,Good
2901,4410,5000,2024-03-16,36,46,73412.49472052252,614,Self-Employed,0,2024-03,Bad
2902,8921,25000,2024-01-23,12,52,126044.71463324426,750,Employed,0,2024-01,Bad
2903,3329,5000,2024-06-04,24,68,80573.6007603327,546,Employed,1,2024-06,Bad
2904,474,10000,2024-07-21,36,57,87372.76390067063,674,Employed,0,2024-07,Good
2905,606,10000,2024-08-07,12,26,75708.55126651813,326,Self-Employed,1,2024-08,Good
2906,9435,5000,2024-02-09,24,40,85617.54351965243,832,Employed,0,2024-02,Good
2907,5684,15000,2024-04-07,12,20,28966.456357115756,371,Self-Employed,1,2024-04,Good
2908,3603,10000,2024-10-30,36,21,114592.60338696878,320,Employed,1,2024-10,Bad
2909,7405,10000,2024-06-10,12,37,71145.48054540972,669,Employed,0,2024-06,Bad
2910,3755,10000,2024-07-31,12,43,96867.09624198716,390,Contractor,1,2024-07,Good
2911,4371,10000,2024-04-01,12,29,54121.53130094914,623,Employed,0,2024-04,Good
2912,3879,15000,2024-07-08,36,52,89285.308941809,578,Employed,0,2024-07,Good
2913,3744,15000,2024-06-10,24,57,70280.23498061142,758,Employed,0,2024-06,Bad
2914,4848,25000,2024-02-26,36,21,74691.99697582117,603,Contractor,0,2024-02,Good
2915,5679,25000,2024-08-20,12,49,54039.31581961816,420,Self-Employed,1,2024-08,Good
2916,6098,25000,2024-01-29,36,22,74550.84264290027,736,Self-Employed,0,2024-01,Bad
2917,676,5000,2024-12-11,12,26,91221.60354688406,463,Self-Employed,0,2024-12,Bad
2918,4054,5000,2024-07-23,24,49,63780.85870392212,808,Employed,0,2024-07,Good
2919,710,25000,2024-05-03,24,61,58651.20734006912,761,Self-Employed,1,2024-05,Bad
2920,923,10000,2024-12-19,12,33,94429.62407960847,582,Employed,1,2024-12,Bad
2921,3400,25000,2024-01-08,36,35,99362.12453568898,764,Contractor,0,2024-01,Bad
2922,408,5000,2024-12-14,12,39,87760.46249213925,456,Contractor,0,2024-12,Bad
2923,1110,15000,2024-04-16,36,67,72659.73705183536,725,Employed,0,2024-04,Good
2924,3593,10000,2024-12-25,36,50,76953.51438889522,524,Self-Employed,1,2024-12,Bad
2925,9981,10000,2024-04-01,12,31,56908.77388227097,687,Employed,1,2024-04,Good
2926,3960,10000,2024-06-06,24,61,82989.9874406223,552,Employed,0,2024-06,Bad
2927,6642,5000,2024-12-08,24,55,42109.1925910385,709,Employed,0,2024-12,Bad
2928,1491,10000,2024-12-14,36,21,92972.36494826674,659,Employed,1,2024-12,Bad
2929,4201,10000,2024-03-24,12,29,61458.434203193916,491,Employed,0,2024-03,Bad
2930,1482,15000,2024-12-02,12,57,82080.31010002672,546,Employed,0,2024-12,Bad
2931,1281,10000,2024-02-08,12,48,33720.02158415805,449,Employed,0,2024-02,Good
2932,4855,5000,2024-02-02,24,25,75462.86397892637,404,Self-Employed,0,2024-02,Good
2933,9067,10000,2024-11-29,24,46,133399.0039845872,542,Self-Employed,0,2024-11,Good
2934,8056,5000,2024-10-13,36,36,83024.72883577298,573,Contractor,1,2024-10,Bad
2935,8304,15000,2024-07-26,24,23,126023.09913641337,423,Self-Employed,1,2024-07,Good
2936,6167,15000,2024-10-03,24,23,60335.66867361588,724,Employed,0,2024-10,Bad
2937,7081,10000,2024-06-26,12,63,34933.2123057002,547,Employed,1,2024-06,Bad
2938,8062,25000,2024-07-06,12,65,96881.1753230493,531,Self-Employed,1,2024-07,Good
2939,6459,15000,2024-08-02,24,68,63041.728776746066,615,Self-Employed,1,2024-08,Good
2940,8394,10000,2024-12-11,36,31,28819.55551855104,686,Employed,1,2024-12,Bad
2941,9187,15000,2024-07-19,12,24,40258.517812218284,354,Employed,1,2024-07,Good
2942,4753,15000,2024-11-09,36,34,63294.936741683276,459,Employed,1,2024-11,Good
2943,1532,5000,2024-06-20,24,19,73286.77240827239,305,Employed,1,2024-06,Bad
2944,9582,25000,2024-07-25,24,33,61855.18430854176,529,Employed,0,2024-07,Good
2945,8723,5000,2024-10-14,12,24,87719.08695310897,586,Employed,0,2024-10,Bad
2946,1618,10000,2024-02-28,12,58,56048.01384551703,644,Employed,1,2024-02,Good
2947,5155,10000,2024-12-24,12,49,57391.37822365121,633,Employed,0,2024-12,Bad
2948,5655,5000,2024-08-23,12,48,92437.1242838291,747,Self-Employed,0,2024-08,Good
2949,8557,25000,2024-03-21,24,69,88357.79344176927,301,Self-Employed,1,2024-03,Bad
2950,3372,25000,2024-06-25,24,52,39369.522856564174,728,Employed,0,2024-06,Bad
2951,6560,25000,2024-11-12,12,45,47159.27766988832,372,Employed,0,2024-11,Good
2952,5466,15000,2024-02-09,36,67,99962.09982673303,696,Self-Employed,1,2024-02,Good
2953,1373,10000,2024-03-22,12,31,55341.93811382061,799,Self-Employed,0,2024-03,Bad
2954,2238,15000,2024-06-10,12,29,82180.96125988221,575,Employed,0,2024-06,Bad
2955,3475,5000,2024-04-22,12,51,63580.285102843074,456,Self-Employed,0,2024-04,Good
2956,4445,25000,2024-03-29,36,28,45064.04707324752,311,Self-Employed,0,2024-03,Bad
2957,4469,15000,2024-01-12,12,22,73119.53985275286,650,Employed,0,2024-01,Bad
2958,5759,25000,2024-12-28,24,43,71840.36452914262,604,Self-Employed,0,2024-12,Bad
2959,3577,15000,2024-09-21,36,45,43389.33236660701,434,Employed,0,2024-09,Bad
2960,3976,10000,2024-08-19,24,68,68314.94180065252,499,Self-Employed,0,2024-08,Good
2961,9177,25000,2024-03-29,36,30,118757.76983328027,692,Contractor,0,2024-03,Bad
2962,5675,15000,2024-08-03,36,67,71850.97101623258,673,Employed,0,2024-08,Good
2963,1527,5000,2024-02-18,12,34,54056.56693989188,400,Employed,1,2024-02,Good
2964,6790,15000,2024-09-26,24,43,65191.82983303766,628,Employed,0,2024-09,Bad
2965,1037,5000,2024-10-30,36,58,81147.2605068973,326,Employed,1,2024-10,Bad
2966,4619,5000,2024-11-08,24,18,58305.86203187888,760,Employed,1,2024-11,Good
2967,2231,25000,2024-12-14,36,27,97851.87453811511,533,Employed,0,2024-12,Bad
2968,1043,10000,2024-02-29,12,62,21190.572621475083,303,Contractor,1,2024-02,Good
2969,7942,5000,2024-12-02,36,35,81056.95641677579,486,Employed,1,2024-12,Bad
2970,6169,5000,2024-09-02,24,39,101108.58529949863,439,Employed,1,2024-09,Bad
2971,1330,10000,2024-10-25,24,69,68147.16326441645,614,Employed,1,2024-10,Bad
2972,3656,10000,2024-08-01,24,57,107440.59449273352,738,Contractor,0,2024-08,Good
2973,5554,10000,2024-03-22,24,66,69485.35427622103,691,Employed,0,2024-03,Bad
2974,5542,5000,2024-12-12,36,41,64667.92277602451,656,Employed,0,2024-12,Bad
2975,3906,10000,2024-03-04,36,62,57523.27286924863,740,Employed,0,2024-03,Bad
2976,1081,5000,2024-09-14,36,28,65872.19867723521,558,Employed,0,2024-09,Bad
2977,824,5000,2024-09-13,36,18,20000.0,448,Contractor,0,2024-09,Bad
2978,3620,5000,2024-04-27,12,63,53708.97277057633,571,Employed,0,2024-04,Good
2979,3251,10000,2024-11-15,36,26,72029.80044775689,571,Self-Employed,0,2024-11,Good
2980,2116,5000,2024-11-23,12,31,51815.2734590095,539,Self-Employed,1,2024-11,Good
2981,3568,25000,2024-12-06,36,39,73309.30833059963,637,Employed,1,2024-12,Bad
2982,5121,5000,2024-01-24,36,18,50065.47347387143,762,Self-Employed,0,2024-01,Bad
2983,8240,10000,2024-08-23,36,47,38716.95464401926,634,Employed,1,2024-08,Good
2984,1441,10000,2024-11-10,12,65,55303.10545343826,310,Employed,1,2024-11,Good
2985,945,5000,2024-04-11,36,59,62274.41450091341,778,Employed,0,2024-04,Good
2986,3269,5000,2024-11-07,36,37,76681.30537956975,336,Employed,1,2024-11,Good
2987,3120,5000,2024-01-05,36,62,52408.74349061009,680,Employed,0,2024-01,Bad
2988,6073,25000,2024-04-18,24,40,48236.420964582925,772,Employed,1,2024-04,Good
2989,8547,10000,2024-07-01,24,48,54720.665111167094,804,Self-Employed,0,2024-07,Good
2990,3306,25000,2024-04-28,24,60,80805.40785079625,640,Self-Employed,0,2024-04,Good
2991,4796,10000,2024-10-18,12,34,104736.03208904246,463,Employed,1,2024-10,Bad
2992,1918,15000,2024-11-23,36,64,95767.57262461176,655,Employed,0,2024-11,Good
2993,6770,10000,2024-12-15,12,59,57486.600370530796,763,Self-Employed,0,2024-12,Bad
2994,369,5000,2024-07-01,36,65,40855.43417840102,401,Self-Employed,1,2024-07,Good
2995,1193,10000,2024-05-17,12,24,107683.24523898057,412,Employed,0,2024-05,Bad
2996,1387,10000,2024-03-25,24,46,89179.45306097374,774,Self-Employed,0,2024-03,Bad
