loan_id,user_id,loan_amount,origination_date,term_months
3145,3071,15000,2024-11-05,36
3146,1075,25000,2024-06-19,12
3147,5969,25000,2024-08-01,24
3148,469,15000,2024-07-29,24
3149,1916,10000,2024-05-30,24
3150,4484,25000,2024-08-27,24
3151,7230,10000,2024-04-30,36
3152,7321,15000,2024-11-04,24
3153,736,25000,2024-08-02,12
3154,8134,25000,2024-10-22,36
3155,8170,15000,2024-09-21,12
3156,5049,15000,2024-05-31,24
3157,5822,25000,2024-11-27,24
3158,5677,5000,2024-03-16,36
3159,4478,10000,2024-08-11,24
3160,96,5000,2024-05-09,12
3161,9104,25000,2024-09-07,36
3162,4389,5000,2024-11-21,24
3163,4437,15000,2024-09-16,12
3164,8911,10000,2024-11-12,24
3165,6682,15000,2024-07-23,24
3166,9566,15000,2024-05-05,24
3167,7016,15000,2024-07-10,24
3168,7375,15000,2024-02-05,12
3169,5056,10000,2024-02-10,36
3170,7659,25000,2024-12-24,12
3171,7003,25000,2024-06-14,12
3172,6011,10000,2024-12-03,36
3173,3682,15000,2024-05-22,36
3174,7191,5000,2024-10-30,24
3175,2810,25000,2024-12-18,24
3176,6036,15000,2024-08-21,12
3177,6127,5000,2024-08-15,24
3178,8697,5000,2024-07-09,36
3179,6129,15000,2024-01-25,36
3180,5979,10000,2024-09-16,24
3181,4061,15000,2024-01-18,12
3182,2985,10000,2024-04-29,24
3183,2797,5000,2024-12-18,36
3184,5445,25000,2024-03-24,36
3185,4932,10000,2024-07-31,12
3186,3927,10000,2024-11-24,36
3187,7957,10000,2024-03-05,12
3188,3809,25000,2024-01-27,12
3189,8681,15000,2024-07-25,24
3190,7312,5000,2024-03-28,24
3191,6944,5000,2024-08-23,12
3192,2714,10000,2024-02-19,24
3193,9443,5000,2024-07-01,36
3194,6119,10000,2024-12-30,12
3195,5714,25000,2024-08-20,12
3196,1415,10000,2024-07-04,24
3197,9184,25000,2024-03-29,12
3198,6232,10000,2024-03-26,12
3199,8592,10000,2024-04-13,12
3200,4056,25000,2024-04-19,24
3201,4100,15000,2024-04-29,12
3202,5293,25000,2024-03-28,12
3203,9760,10000,2024-02-25,12
3204,3818,5000,2024-06-03,24
3205,6483,15000,2024-03-30,12
3206,5326,5000,2024-10-20,12
3207,9318,15000,2024-12-26,24
3208,6202,10000,2024-07-14,12
3209,5901,15000,2024-01-23,12
3210,3324,5000,2024-03-23,12
3211,7647,25000,2024-07-02,12
3212,2604,15000,2024-07-25,12
3213,1566,15000,2024-08-10,36
3214,9111,10000,2024-03-28,12
3215,4620,10000,2024-02-22,36
3216,1316,15000,2024-07-20,36
3217,7368,10000,2024-07-18,36
3218,4120,10000,2024-07-13,36
3219,1655,25000,2024-01-04,36
3220,3459,15000,2024-12-26,24
3221,9806,5000,2024-01-21,24
3222,242,25000,2024-11-05,24
3223,4299,10000,2024-08-31,36
3224,4333,25000,2024-05-05,12
3225,9143,15000,2024-12-30,12
3226,3070,15000,2024-07-19,12
3227,8486,15000,2024-02-21,12
3228,4306,5000,2024-08-30,24
3229,8980,5000,2024-07-29,36
3230,1633,5000,2024-05-24,24
3231,3074,10000,2024-02-13,12
3232,4071,15000,2024-04-16,36
3233,2277,15000,2024-05-31,12
3234,9684,5000,2024-04-22,24
3235,2602,25000,2024-08-10,24
3236,8578,25000,2024-06-03,24
3237,7683,10000,2024-06-22,12
3238,528,25000,2024-12-12,36
3239,1412,10000,2024-12-12,36
3240,5086,25000,2024-06-11,24
3241,4198,25000,2024-07-03,36
3242,390,25000,2024-10-11,12
3243,9418,15000,2024-11-08,36
3244,3639,5000,2024-07-16,12
3245,3793,15000,2024-02-24,24
3246,841,5000,2024-03-11,24
3247,9570,25000,2024-07-16,24
3248,5713,5000,2024-02-22,36
3249,235,15000,2024-01-14,12
3250,114,5000,2024-01-21,24
3251,6080,5000,2024-12-25,12
3252,3139,5000,2024-01-14,24
3253,809,25000,2024-11-04,12
3254,5160,5000,2024-04-24,24
3255,7901,25000,2024-12-17,12
3256,411,25000,2024-08-05,12
3257,1319,10000,2024-07-13,12
3258,5685,5000,2024-07-25,36
3259,4904,25000,2024-12-06,24
3260,9780,5000,2024-12-15,12
3261,9253,5000,2024-04-20,36
3262,67,15000,2024-06-15,36
3263,6547,10000,2024-04-10,36
3264,2254,5000,2024-06-17,12
3265,8533,5000,2024-06-04,12
3266,8188,25000,2024-09-14,36
3267,5954,25000,2024-10-04,24
3268,956,15000,2024-08-23,12
3269,4305,10000,2024-05-07,12
3270,5634,10000,2024-12-17,24
3271,2011,10000,2024-05-02,12
3272,6820,5000,2024-07-07,24
3273,1889,10000,2024-12-01,24
3274,369,15000,2024-10-18,12
3275,1763,15000,2024-12-02,36
3276,994,5000,2024-10-31,12
3277,8274,5000,2024-09-15,36
3278,1188,5000,2024-10-05,12
3279,377,25000,2024-12-22,36
3280,3,5000,2024-08-18,24
3281,684,15000,2024-06-04,36
3282,3728,5000,2024-04-18,36
3283,764,25000,2024-12-26,12
3284,8458,5000,2024-11-23,24
3285,2483,25000,2024-02-02,36
3286,725,25000,2024-05-05,36
3287,2841,25000,2024-03-08,12
3288,5347,5000,2024-09-01,24
3289,2424,5000,2024-11-22,36
3290,5382,15000,2024-09-23,12
3291,2476,10000,2024-05-15,24
3292,5128,5000,2024-10-02,36
3293,6050,15000,2024-03-02,36
3294,9257,10000,2024-06-19,36
3295,5998,15000,2024-04-12,36
3296,7425,10000,2024-04-01,36
3297,6787,15000,2024-03-15,24
3298,6708,5000,2024-04-23,36
3299,5339,10000,2024-04-30,36
3300,2292,25000,2024-08-01,36
3301,5035,15000,2024-07-16,36
3302,4399,5000,2024-09-19,12
3303,4466,5000,2024-05-17,24
3304,4947,10000,2024-06-16,24
3305,8239,15000,2024-01-04,24
3306,3662,5000,2024-07-19,36
3307,2565,25000,2024-04-11,24
3308,3326,15000,2024-01-19,36
3309,4928,5000,2024-01-22,36
3310,756,5000,2024-12-24,12
3311,1453,25000,2024-05-08,36
3312,6180,5000,2024-05-28,24
3313,905,10000,2024-08-25,36
3314,2455,15000,2024-01-07,24
3315,3488,10000,2024-11-28,36
3316,4061,10000,2024-01-23,12
3317,5805,25000,2024-03-30,36
3318,8971,10000,2024-01-18,24
3319,1791,10000,2024-03-11,12
3320,7489,10000,2024-03-06,36
3321,7737,5000,2024-02-22,12
3322,1602,25000,2024-07-10,36
3323,3844,5000,2024-05-21,12
3324,6268,5000,2024-01-25,36
3325,3676,10000,2024-09-06,24
3326,1006,5000,2024-02-02,36
3327,232,5000,2024-06-24,24
3328,6577,5000,2024-02-08,36
3329,4587,10000,2024-07-30,36
3330,2134,15000,2024-12-29,24
3331,1691,15000,2024-05-12,24
3332,1224,5000,2024-04-22,24
3333,4971,10000,2024-05-28,24
3334,2204,25000,2024-11-10,36
3335,9090,15000,2024-03-17,36
3336,7883,5000,2024-01-14,36
3337,8344,10000,2024-02-23,24
3338,1352,15000,2024-09-09,36
3339,172,15000,2024-06-21,36
3340,5525,10000,2024-06-17,12
3341,1430,15000,2024-04-01,12
3342,8009,5000,2024-05-08,24
3343,4858,5000,2024-05-09,24
3344,5818,10000,2024-03-12,12
3345,3434,10000,2024-09-11,36
3346,3200,25000,2024-05-20,36
3347,1360,25000,2024-11-02,24
3348,5874,5000,2024-05-05,36
3349,8885,10000,2024-09-07,36
3350,7433,25000,2024-01-02,12
3351,100,25000,2024-01-10,12
3352,3443,15000,2024-10-12,24
3353,3050,15000,2024-08-11,24
3354,8620,25000,2024-03-05,12
3355,587,15000,2024-04-18,36
3356,256,25000,2024-10-26,12
3357,1474,15000,2024-02-11,12
3358,721,10000,2024-09-15,24
3359,2001,15000,2024-04-20,36
3360,3008,10000,2024-01-28,24
3361,7947,5000,2024-02-20,24
3362,4503,15000,2024-07-31,12
3363,6191,10000,2024-05-04,12
3364,5113,25000,2024-09-25,24
3365,1732,5000,2024-02-09,12
3366,4902,15000,2024-06-02,12
3367,2178,25000,2024-12-25,36
3368,1581,25000,2024-06-06,36
3369,3227,15000,2024-10-20,24
3370,9186,15000,2024-12-26,36
3371,4591,10000,2024-09-28,24
3372,1853,10000,2024-04-19,36
3373,82,5000,2024-08-21,12
3374,3851,15000,2024-11-06,12
3375,3013,5000,2024-06-25,24
3376,2717,10000,2024-05-06,36
3377,7193,15000,2024-03-20,12
3378,7502,25000,2024-02-21,24
3379,5302,5000,2024-10-31,36
3380,1456,15000,2024-10-30,12
3381,9390,25000,2024-11-25,36
3382,6953,10000,2024-03-22,24
3383,3113,25000,2024-10-20,24
3384,6589,5000,2024-09-29,24
3385,7563,15000,2024-02-10,12
3386,8108,25000,2024-11-05,24
3387,9504,15000,2024-10-22,36
3388,8753,25000,2024-10-13,12
3389,5382,15000,2024-12-11,24
3390,2105,5000,2024-06-02,24
3391,2054,10000,2024-08-19,12
3392,7727,10000,2024-11-27,24
3393,9791,25000,2024-05-25,36
3394,945,5000,2024-10-17,12
3395,8086,15000,2024-02-25,36
3396,8771,5000,2024-01-30,36
3397,9107,5000,2024-03-15,24
3398,8354,25000,2024-02-21,12
3399,7465,10000,2024-07-14,24
3400,5737,5000,2024-11-06,36
3401,775,25000,2024-08-15,24
3402,57,15000,2024-05-17,24
3403,6672,10000,2024-06-30,36
3404,7227,10000,2024-10-16,24
3405,9382,15000,2024-07-09,36
3406,4045,5000,2024-06-07,12
3407,546,10000,2024-07-10,36
3408,2981,5000,2024-06-26,12
3409,4907,25000,2024-12-28,36
3410,9606,15000,2024-02-06,36
3411,6396,10000,2024-08-11,24
3412,5499,15000,2024-06-08,12
3413,3389,10000,2024-07-27,36
3414,3204,15000,2024-10-17,24
3415,1413,25000,2024-09-05,24
3416,572,25000,2024-07-03,12
3417,1741,5000,2024-12-06,24
3418,3928,25000,2024-10-14,24
3419,348,15000,2024-08-13,36
3420,845,15000,2024-08-13,12
3421,2666,25000,2024-01-08,12
3422,4593,15000,2024-01-23,12
3423,5970,15000,2024-08-10,12
3424,6075,15000,2024-12-14,24
3425,3591,5000,2024-06-14,12
3426,8735,5000,2024-10-01,24
3427,216,10000,2024-10-27,24
3428,6614,15000,2024-02-05,24
3429,1370,5000,2024-06-25,24
3430,8478,25000,2024-07-06,12
3431,8053,15000,2024-11-07,24
3432,3060,15000,2024-11-15,36
3433,51,10000,2024-11-13,36
3434,5539,25000,2024-08-14,36
3435,1726,25000,2024-02-28,36
3436,4567,15000,2024-09-13,24
3437,9592,5000,2024-04-06,36
3438,7858,10000,2024-07-27,36
3439,7827,10000,2024-09-05,24
3440,1330,10000,2024-11-28,12
3441,4534,15000,2024-09-17,12
3442,3323,10000,2024-02-27,12
3443,2899,5000,2024-02-26,12
3444,8941,25000,2024-06-18,24
3445,524,5000,2024-03-13,24
3446,8847,10000,2024-12-06,12
3447,4602,25000,2024-01-22,36
3448,2954,10000,2024-02-22,24
3449,3190,10000,2024-02-26,36
3450,2109,15000,2024-04-12,36
3451,1205,25000,2024-04-21,36
3452,4040,10000,2024-11-02,12
3453,4083,10000,2024-09-17,12
3454,6457,15000,2024-05-14,12
3455,8457,25000,2024-11-15,36
3456,5149,10000,2024-07-03,36
3457,3335,10000,2024-01-26,24
3458,712,5000,2024-01-25,24
3459,9105,5000,2024-11-20,12
3460,5711,5000,2024-09-20,24
3461,9927,15000,2024-01-09,36
3462,9638,5000,2024-11-05,36
3463,332,5000,2024-08-07,36
3464,8160,10000,2024-10-02,12
3465,3835,15000,2024-07-13,24
3466,8344,25000,2024-06-20,36
3467,8900,10000,2024-06-18,12
3468,7211,10000,2024-04-21,12
3469,8613,15000,2024-06-19,24
3470,5805,15000,2024-08-01,36
3471,7658,10000,2024-06-22,12
3472,7734,10000,2024-10-16,12
3473,253,10000,2024-03-08,36
3474,9191,15000,2024-05-25,12
3475,5828,10000,2024-05-18,12
3476,3556,10000,2024-08-06,24
3477,8485,25000,2024-11-24,24
3478,9433,5000,2024-01-25,24
3479,8361,5000,2024-09-08,24
3480,7808,5000,2024-08-02,24
3481,7553,5000,2024-06-13,36
3482,37,5000,2024-03-21,12
3483,1445,10000,2024-11-03,36
3484,6023,10000,2024-03-17,36
3485,4392,25000,2024-11-19,24
3486,6579,15000,2024-10-10,36
3487,7905,25000,2024-06-06,12
3488,7794,15000,2024-06-22,36
3489,6678,15000,2024-06-16,36
3490,7467,25000,2024-05-28,24
3491,6718,10000,2024-05-22,36
3492,7862,25000,2024-05-10,36
3493,9115,5000,2024-12-02,24
3494,7184,25000,2024-04-06,12
3495,6421,10000,2024-09-20,24
3496,4745,10000,2024-12-11,24
3497,4379,15000,2024-06-13,36
3498,1663,15000,2024-01-19,24
3499,999,25000,2024-10-09,24
3500,4303,15000,2024-01-16,12
3501,7831,25000,2024-01-02,36
3502,2525,15000,2024-01-10,12
3503,6736,10000,2024-04-15,12
3504,131,15000,2024-01-17,24
3505,3017,5000,2024-07-22,12
3506,1187,10000,2024-01-07,12
3507,4295,5000,2024-07-19,24
3508,8136,10000,2024-02-15,24
3509,4835,25000,2024-06-26,36
3510,7216,10000,2024-01-10,24
3511,7990,15000,2024-09-28,24
3512,9710,5000,2024-09-13,24
3513,4199,10000,2024-05-16,36
3514,6,25000,2024-01-13,12
3515,711,5000,2024-07-07,24
3516,8204,10000,2024-05-23,36
3517,2151,25000,2024-08-13,24
3518,6843,10000,2024-10-12,12
3519,9906,10000,2024-07-23,12
3520,4523,5000,2024-11-23,24
3521,5809,10000,2024-07-01,24
3522,4951,5000,2024-01-11,36
3523,3283,5000,2024-11-26,12
3524,7893,15000,2024-02-17,24
3525,5554,5000,2024-09-19,24
3526,3605,10000,2024-09-13,24
3527,7155,10000,2024-03-27,24
3528,7140,10000,2024-02-01,36
3529,3983,10000,2024-11-13,36
3530,178,5000,2024-05-22,12
3531,4514,15000,2024-04-01,12
3532,8746,5000,2024-07-07,36
3533,7775,10000,2024-03-18,12
3534,242,5000,2024-11-28,36
3535,9572,15000,2024-02-03,24
3536,9789,25000,2024-05-27,24
3537,8029,15000,2024-04-27,36
3538,7396,15000,2024-01-24,24
3539,1301,25000,2024-01-28,24
3540,7924,15000,2024-09-23,36
3541,7479,15000,2024-08-30,24
3542,3396,5000,2024-08-01,12
3543,1071,15000,2024-02-07,24
3544,4918,15000,2024-07-27,12
3545,6674,10000,2024-08-01,36
3546,6644,15000,2024-05-08,12
3547,9981,5000,2024-04-30,24
3548,4288,25000,2024-07-30,12
3549,6238,10000,2024-06-09,24
3550,5027,5000,2024-04-18,24
3551,9965,10000,2024-03-05,12
3552,3806,15000,2024-03-04,24
3553,2215,5000,2024-01-09,12
3554,8122,10000,2024-02-01,24
3555,8249,5000,2024-11-05,36
3556,6150,10000,2024-05-04,36
3557,238,15000,2024-10-08,12
3558,733,25000,2024-11-13,12
3559,6164,25000,2024-04-18,36
3560,3890,5000,2024-06-18,36
3561,2825,25000,2024-06-24,36
3562,1228,5000,2024-09-01,36
3563,6520,5000,2024-09-12,24
3564,2455,15000,2024-10-12,12
3565,6224,15000,2024-08-19,12
3566,768,10000,2024-05-30,36
3567,8169,5000,2024-04-12,12
3568,2425,10000,2024-01-25,12
3569,6184,10000,2024-05-20,24
3570,3425,15000,2024-06-01,24
3571,4549,5000,2024-09-29,12
3572,7591,15000,2024-04-17,24
3573,714,5000,2024-01-27,36
3574,86,25000,2024-05-18,12
3575,1579,25000,2024-05-13,24
3576,6380,10000,2024-03-19,24
3577,2017,15000,2024-10-19,12
3578,5702,15000,2024-08-11,12
3579,3715,5000,2024-08-03,36
3580,9464,10000,2024-07-21,24
3581,9817,15000,2024-04-15,12
3582,2409,10000,2024-06-13,24
3583,6319,15000,2024-07-20,24
3584,6972,25000,2024-11-10,24
3585,2852,15000,2024-01-10,24
3586,1398,15000,2024-09-13,12
3587,4157,25000,2024-08-24,12
3588,3242,10000,2024-02-21,36
3589,1531,10000,2024-08-02,12
3590,775,10000,2024-05-25,24
3591,2462,25000,2024-12-08,36
3592,7986,25000,2024-09-17,12
3593,8308,25000,2024-12-23,12
3594,7343,10000,2024-08-10,36
3595,5248,10000,2024-04-12,12
3596,7657,10000,2024-07-30,12
3597,1350,10000,2024-12-14,12
3598,2746,5000,2024-02-17,24
3599,2848,25000,2024-10-15,36
3600,8015,25000,2024-07-03,36
3601,627,25000,2024-04-12,24
3602,5586,10000,2024-08-11,36
3603,5962,10000,2024-10-07,12
3604,7592,5000,2024-10-26,24
3605,9832,5000,2024-03-31,24
3606,7131,10000,2024-04-20,24
3607,8429,10000,2024-11-17,36
3608,3058,10000,2024-05-07,24
3609,5868,25000,2024-09-07,24
3610,9160,5000,2024-07-14,24
3611,5937,25000,2024-06-01,36
3612,7206,15000,2024-10-05,36
3613,6008,15000,2024-12-21,36
3614,9212,15000,2024-12-08,24
3615,2007,15000,2024-04-29,12
3616,9755,25000,2024-10-10,36
3617,9034,15000,2024-09-20,12
3618,2204,10000,2024-08-12,12
3619,9005,15000,2024-09-10,36
3620,6784,10000,2024-06-05,36
3621,3198,25000,2024-07-02,12
3622,9902,5000,2024-01-15,36
3623,5667,5000,2024-10-19,12
3624,7407,15000,2024-12-28,12
3625,9257,5000,2024-04-29,24
3626,2509,10000,2024-12-06,12
3627,1719,15000,2024-09-04,24
3628,2594,15000,2024-04-27,24
3629,1473,10000,2024-04-01,36
3630,699,10000,2024-02-05,36
3631,7569,25000,2024-12-01,12
3632,6451,10000,2024-01-12,36
3633,9137,25000,2024-01-28,36
3634,8329,15000,2024-10-15,36
3635,1226,5000,2024-03-15,36
3636,2703,5000,2024-03-19,12
3637,2205,25000,2024-07-29,24
3638,3327,5000,2024-07-01,24
3639,2229,5000,2024-03-19,24
3640,4949,15000,2024-07-19,36
3641,3803,25000,2024-07-23,36
3642,3100,10000,2024-11-01,12
3643,1539,5000,2024-01-29,24
3644,9761,15000,2024-11-09,12
3645,4165,15000,2024-10-08,24
3646,8794,5000,2024-01-23,12
3647,4975,10000,2024-01-17,12
3648,6979,10000,2024-05-12,12
3649,546,25000,2024-02-28,24
3650,5933,25000,2024-05-23,36
3651,6204,25000,2024-04-12,24
3652,8376,15000,2024-04-03,36
3653,838,10000,2024-09-17,12
3654,1893,25000,2024-10-08,24
3655,1389,15000,2024-06-19,36
3656,7166,10000,2024-05-05,24
3657,1458,5000,2024-03-26,24
3658,2801,25000,2024-07-04,24
3659,3304,25000,2024-04-18,12
3660,9646,10000,2024-01-02,36
3661,7287,5000,2024-02-13,12
3662,6474,5000,2024-07-22,36
3663,3287,15000,2024-04-15,12
3664,7490,25000,2024-08-06,24
3665,1173,5000,2024-04-18,12
3666,1712,15000,2024-02-13,24
3667,5497,25000,2024-08-04,36
3668,8973,25000,2024-10-31,36
3669,7488,25000,2024-03-31,24
3670,1029,25000,2024-03-21,24
3671,6546,5000,2024-07-03,12
3672,2251,5000,2024-05-13,12
3673,4150,5000,2024-12-03,12
3674,4384,10000,2024-10-25,36
3675,7452,10000,2024-02-13,24
3676,3670,25000,2024-03-06,36
3677,9261,5000,2024-10-27,24
3678,8476,15000,2024-01-19,24
3679,9025,5000,2024-08-30,36
3680,4678,15000,2024-09-04,12
3681,6091,25000,2024-01-04,12
3682,3489,25000,2024-04-06,36
3683,3213,25000,2024-12-19,24
3684,917,5000,2024-04-05,36
3685,8763,5000,2024-07-28,12
3686,2095,15000,2024-08-23,24
3687,6270,15000,2024-05-16,36
3688,4907,10000,2024-12-22,12
3689,6043,25000,2024-02-17,24
3690,8813,15000,2024-06-12,36
3691,8963,5000,2024-07-13,36
3692,6732,15000,2024-09-30,12
3693,4794,10000,2024-10-22,36
3694,9807,5000,2024-11-16,36
3695,65,5000,2024-06-29,36
3696,3699,5000,2024-04-23,36
3697,202,15000,2024-11-04,12
3698,4238,25000,2024-03-02,24
3699,3170,25000,2024-05-05,24
3700,2865,25000,2024-06-11,36
3701,6361,25000,2024-07-03,12
3702,5413,25000,2024-11-12,36
3703,7676,5000,2024-05-19,36
3704,9350,5000,2024-08-30,36
3705,2310,15000,2024-02-18,36
3706,6428,5000,2024-05-29,24
3707,102,15000,2024-03-30,36
3708,377,15000,2024-11-19,36
3709,8398,10000,2024-11-22,36
3710,3664,5000,2024-12-16,24
3711,9827,15000,2024-10-04,12
3712,6295,25000,2024-12-24,12
3713,1061,25000,2024-10-22,12
3714,5594,10000,2024-05-26,12
3715,5564,15000,2024-02-22,12
3716,5125,5000,2024-10-12,36
3717,9082,25000,2024-06-02,36
3718,1563,25000,2024-05-29,12
3719,3196,10000,2024-03-01,24
3720,811,25000,2024-03-13,36
3721,9251,15000,2024-10-28,12
3722,9453,10000,2024-02-27,24
3723,8704,25000,2024-01-29,12
3724,4413,5000,2024-08-11,24
3725,4399,15000,2024-02-22,12
3726,9318,25000,2024-06-07,36
3727,5432,5000,2024-10-14,12
3728,4178,15000,2024-01-09,12
3729,658,25000,2024-02-06,12
3730,6337,10000,2024-09-20,12
3731,53,5000,2024-03-08,12
3732,5111,25000,2024-11-03,24
3733,1109,10000,2024-10-28,36
3734,987,15000,2024-09-29,36
3735,6027,15000,2024-01-21,36
3736,8048,5000,2024-02-17,24
3737,4737,5000,2024-09-21,12
3738,8403,15000,2024-09-08,36
3739,4960,10000,2024-01-05,24
3740,776,15000,2024-01-06,12
3741,9107,25000,2024-08-17,36
3742,7440,25000,2024-02-15,24
3743,506,10000,2024-04-06,24
3744,3299,25000,2024-04-21,36
3745,4189,25000,2024-07-25,12
3746,4426,5000,2024-12-22,24
3747,3002,25000,2024-05-10,24
3748,261,10000,2024-06-07,12
3749,8902,15000,2024-04-12,24
3750,1952,10000,2024-05-14,12
3751,2371,5000,2024-01-16,36
3752,6154,10000,2024-04-01,12
3753,8280,15000,2024-08-14,24
3754,6484,15000,2024-05-22,12
3755,5669,10000,2024-09-19,12
3756,2735,15000,2024-12-20,12
3757,2257,5000,2024-04-21,12
3758,1073,10000,2024-08-27,24
3759,3922,25000,2024-07-02,36
3760,2970,10000,2024-04-07,36
3761,5943,25000,2024-05-26,12
3762,3278,25000,2024-07-24,36
3763,3970,10000,2024-01-19,24
3764,7921,15000,2024-03-27,24
3765,1489,25000,2024-09-16,36
3766,9851,25000,2024-07-10,36
3767,7960,10000,2024-05-09,24
3768,9324,25000,2024-07-22,12
3769,2188,10000,2024-01-23,12
3770,5211,25000,2024-07-02,24
3771,271,25000,2024-04-16,36
3772,7378,10000,2024-03-22,36
3773,9789,10000,2024-12-02,36
3774,366,5000,2024-06-07,36
3775,8195,15000,2024-11-09,36
3776,3052,5000,2024-09-24,36
3777,784,10000,2024-04-30,36
3778,4484,25000,2024-06-11,36
3779,7139,15000,2024-01-04,12
3780,9225,10000,2024-10-10,12
3781,7160,5000,2024-08-17,36
3782,5486,25000,2024-10-15,36
3783,238,25000,2024-11-25,12
3784,7059,10000,2024-07-24,24
3785,1463,25000,2024-01-05,12
3786,9064,5000,2024-09-22,36
3787,9414,25000,2024-06-01,12
3788,1667,5000,2024-01-17,36
3789,6297,25000,2024-08-30,12
3790,1657,15000,2024-07-07,12
3791,1132,10000,2024-07-30,12
3792,811,10000,2024-11-11,36
3793,56,25000,2024-10-15,24
3794,3524,10000,2024-05-16,36
3795,7560,15000,2024-06-26,24
3796,2663,5000,2024-06-07,24
3797,3280,15000,2024-06-22,24
3798,1534,15000,2024-08-30,24
3799,4012,5000,2024-04-20,24
3800,934,10000,2024-05-11,24
3801,663,5000,2024-01-31,36
3802,3846,5000,2024-01-04,36
3803,3024,5000,2024-01-18,12
3804,5968,10000,2024-12-03,24
3805,8336,5000,2024-08-19,36
3806,7908,15000,2024-10-16,36
3807,6610,5000,2024-02-17,36
3808,6281,5000,2024-03-03,36
3809,8432,25000,2024-09-26,12
3810,2005,25000,2024-03-30,36
3811,6593,15000,2024-03-27,12
3812,5435,10000,2024-10-15,24
3813,4247,25000,2024-03-21,12
3814,3397,15000,2024-06-18,36
3815,7571,25000,2024-06-08,24
3816,8995,25000,2024-04-21,12
3817,8545,10000,2024-04-08,12
3818,1975,10000,2024-06-19,12
3819,9326,25000,2024-07-03,36
3820,4562,25000,2024-05-22,24
3821,1064,10000,2024-11-01,12
3822,1396,10000,2024-08-30,36
3823,9741,15000,2024-03-11,24
3824,1531,25000,2024-03-03,12
3825,53,10000,2024-03-10,24
3826,3152,25000,2024-05-20,36
3827,5865,15000,2024-04-13,24
3828,5671,5000,2024-05-25,24
3829,2787,25000,2024-06-11,24
3830,1145,15000,2024-01-01,12
3831,2113,5000,2024-08-03,12
3832,296,25000,2024-05-04,12
3833,4743,15000,2024-02-05,12
3834,1581,5000,2024-08-29,12
3835,6279,15000,2024-07-26,12
3836,2426,15000,2024-09-11,12
3837,8148,15000,2024-10-28,36
3838,7220,15000,2024-09-09,36
3839,7012,5000,2024-06-13,24
3840,2628,10000,2024-05-01,24
3841,4806,15000,2024-03-22,36
3842,6147,5000,2024-10-26,36
3843,9786,15000,2024-12-14,24
3844,7619,25000,2024-11-19,36
3845,8702,25000,2024-03-16,36
3846,7936,10000,2024-11-28,36
3847,1892,5000,2024-11-29,24
3848,1462,25000,2024-06-27,24
3849,6921,5000,2024-07-20,12
3850,2000,25000,2024-03-26,24
3851,1971,5000,2024-09-21,12
3852,1552,15000,2024-12-02,36
3853,3852,15000,2024-12-09,12
3854,102,25000,2024-03-09,36
3855,8084,10000,2024-04-15,12
3856,1461,25000,2024-03-05,36
3857,8926,25000,2024-01-27,24
3858,533,10000,2024-01-06,12
3859,92,15000,2024-11-04,12
3860,1820,15000,2024-04-26,36
3861,1157,25000,2024-05-25,36
3862,4935,5000,2024-06-12,24
3863,8697,25000,2024-04-06,12
3864,4937,15000,2024-11-05,24
3865,4783,5000,2024-06-10,24
3866,6869,10000,2024-10-14,24
3867,9126,15000,2024-02-20,36
3868,9448,10000,2024-05-10,24
3869,884,15000,2024-11-16,24
3870,2705,15000,2024-09-10,36
3871,6442,5000,2024-12-06,36
3872,4060,15000,2024-01-13,24
3873,4319,25000,2024-01-08,12
3874,2110,10000,2024-09-20,12
3875,7073,15000,2024-11-09,36
3876,9471,25000,2024-12-12,24
3877,7619,10000,2024-12-24,12
3878,390,25000,2024-12-08,12
3879,1649,15000,2024-05-15,24
3880,8958,25000,2024-11-12,12
3881,8540,10000,2024-09-04,12
3882,9538,10000,2024-07-17,36
3883,6016,10000,2024-03-16,12
3884,8522,15000,2024-12-23,12
3885,3794,5000,2024-12-28,36
3886,6065,25000,2024-04-03,12
3887,9166,10000,2024-11-25,36
3888,1246,10000,2024-01-18,24
3889,2238,5000,2024-06-20,12
3890,2620,10000,2024-05-27,12
3891,8397,10000,2024-01-02,36
3892,7916,15000,2024-01-30,12
3893,363,5000,2024-06-20,12
3894,332,10000,2024-09-06,36
3895,7594,15000,2024-02-16,12
3896,6988,15000,2024-10-25,36
3897,422,15000,2024-01-11,12
3898,8955,15000,2024-10-01,24
3899,2784,5000,2024-01-04,36
3900,5291,5000,2024-06-14,24
3901,249,15000,2024-07-19,24
3902,6325,5000,2024-06-10,36
3903,483,25000,2024-11-02,24
3904,5504,25000,2024-08-26,12
3905,4415,15000,2024-04-13,36
3906,8892,10000,2024-12-04,12
3907,5233,10000,2024-02-06,24
3908,3862,25000,2024-08-11,36
3909,6707,15000,2024-02-28,24
3910,9560,25000,2024-12-29,12
3911,8315,25000,2024-08-07,36
3912,750,10000,2024-12-26,24
3913,1598,25000,2024-09-30,36
3914,8778,15000,2024-01-25,24
3915,6389,10000,2024-07-25,12
3916,8736,10000,2024-01-25,36
3917,5577,25000,2024-03-24,24
3918,2201,5000,2024-09-04,24
3919,2704,25000,2024-09-04,12
3920,8207,15000,2024-02-20,36
3921,9659,5000,2024-01-10,24
3922,7954,15000,2024-06-25,12
3923,8437,10000,2024-05-04,36
3924,2615,15000,2024-06-14,24
3925,9091,15000,2024-12-13,24
